PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33260661","Glycosaminoglycans and Contrast Agents: The Role of Hyaluronic Acid as MRI Contrast Enhancer","Ponsiglione AM, Russo M, Torino E.","Biomolecules. 2020 Nov 28;10(12):1612. doi: 10.3390/biom10121612.","Ponsiglione AM","Biomolecules","2020","2020/12/02","PMC7759866","","10.3390/biom10121612"
"35160366","Biofunctional Hyaluronic Acid/κ-Carrageenan Injectable Hydrogels for Improved Drug Delivery and Wound Healing","Ijaz U, Sohail M, Usman Minhas M, Khan S, Hussain Z, Kazi M, Ahmed Shah S, Mahmood A, Maniruzzaman M.","Polymers (Basel). 2022 Jan 19;14(3):376. doi: 10.3390/polym14030376.","Ijaz U","Polymers (Basel)","2022","2022/02/15","PMC8840380","","10.3390/polym14030376"
"37998968","Cellulose-Based Metallogels-Part 3: Multifunctional Materials","Mikhailidi A, Ungureanu E, Belosinschi D, Tofanica BM, Volf I.","Gels. 2023 Nov 6;9(11):878. doi: 10.3390/gels9110878.","Mikhailidi A","Gels","2023","2023/11/24","PMC10671087","","10.3390/gels9110878"
"41606094","Unexpected strong paramagnetism of hydrogels containing carbon-oxygen double bonds induced by calcium cations","Chen R, Zhang YY, Huang X, Wang L, Zhang L, Song C, Dai L, Zhang M, Wang J, Jian Y, Xu W, Dong H, Peng B, He S, Liang S, Dai F, Fan Q, Ye F, Zhang X, Zhang F, Fang H.","Nat Mater. 2026 Jan 28. doi: 10.1038/s41563-025-02477-3. Online ahead of print.","Chen R","Nat Mater","2026","2026/01/28","","","10.1038/s41563-025-02477-3"
"24952978","Release behavior and intra-articular biocompatibility of celecoxib-loaded acetyl-capped PCLA-PEG-PCLA thermogels","Petit A, Sandker M, Müller B, Meyboom R, van Midwoud P, Bruin P, Redout EM, Versluijs-Helder M, van der Lest CH, Buwalda SJ, de Leede LG, Vermonden T, Kok RJ, Weinans H, Hennink WE.","Biomaterials. 2014 Sep;35(27):7919-28. doi: 10.1016/j.biomaterials.2014.05.064. Epub 2014 Jun 19.","Petit A","Biomaterials","2014","2014/06/24","","","10.1016/j.biomaterials.2014.05.064"
"35057029","NGIWY-Amide: A Bioinspired Ultrashort Self-Assembled Peptide Gelator for Local Drug Delivery Applications","Theodoroula NF, Karavasili C, Vlasiou MC, Primikyri A, Nicolaou C, Chatzikonstantinou AV, Chatzitaki AT, Petrou C, Bouropoulos N, Zacharis CK, Galatou E, Sarigiannis Y, Fatouros DG, Vizirianakis IS.","Pharmaceutics. 2022 Jan 6;14(1):133. doi: 10.3390/pharmaceutics14010133.","Theodoroula NF","Pharmaceutics","2022","2022/01/21","PMC8778326","","10.3390/pharmaceutics14010133"
"32294955","Magnetically Powered Biodegradable Microswimmers","Sun HCM, Liao P, Wei T, Zhang L, Sun D.","Micromachines (Basel). 2020 Apr 13;11(4):404. doi: 10.3390/mi11040404.","Sun HCM","Micromachines (Basel)","2020","2020/04/17","PMC7254493","","10.3390/mi11040404"
"37050372","Caffeine Release from Magneto-Responsive Hydrogels Controlled by External Magnetic Field and Calcium Ions and Its Effect on the Viability of Neuronal Cells","Frachini ECG, Selva JSG, Falcoswki PC, Silva JB, Cornejo DR, Bertotti M, Ulrich H, Petri DFS.","Polymers (Basel). 2023 Mar 31;15(7):1757. doi: 10.3390/polym15071757.","Frachini ECG","Polymers (Basel)","2023","2023/04/13","PMC10097041","","10.3390/polym15071757"
"38463283","Single-Walled (Magnetic) Carbon Nanotubes in a Pectin Matrix in the Design of an Allantoin Delivery System","Güner Yılmaz ÖZ, Yılmaz A, Bozoglu S, Karatepe N, Batirel S, Sahin A, Güner FS.","ACS Omega. 2024 Feb 21;9(9):10069-10079. doi: 10.1021/acsomega.3c03619. eCollection 2024 Mar 5.","Güner Yılmaz ÖZ","ACS Omega","2024","2024/03/11","PMC10918663","","10.1021/acsomega.3c03619"
"31677493","Characterisation of hydrogels: Linking the nano to the microscale","Raghuwanshi VS, Garnier G.","Adv Colloid Interface Sci. 2019 Dec;274:102044. doi: 10.1016/j.cis.2019.102044. Epub 2019 Oct 17.","Raghuwanshi VS","Adv Colloid Interface Sci","2019","2019/11/03","","","10.1016/j.cis.2019.102044"
"39057503","Dual-Temperature/pH-Sensitive Hydrogels with Excellent Strength and Toughness Crosslinked Using Three Crosslinking Methods","Wang J, Yang W, Li Y, Ma X, Xie Y, Zhou G, Liu S.","Gels. 2024 Jul 19;10(7):480. doi: 10.3390/gels10070480.","Wang J","Gels","2024","2024/07/26","PMC11275505","","10.3390/gels10070480"
"32254223","Super tough magnetic hydrogels for remotely triggered shape morphing","Tang J , Tong Z , Xia Y , Liu M , Lv Z , Gao Y , Lu T , Xie S , Pei Y , Fang D , Wang TJ .","J Mater Chem B. 2018 May 14;6(18):2713-2722. doi: 10.1039/c8tb00568k. Epub 2018 Apr 20.","Tang J","J Mater Chem B","2018","2020/04/08","","","10.1039/c8tb00568k"
"38131968","Injectable Thermoresponsive Microparticle/Hydrogel System with Superparamagnetic Nanoparticles for Drug Release and Magnetic Hyperthermia Applications","Carrelo H, Escoval AR, Vieira T, Jiménez-Rosado M, Silva JC, Romero A, Soares PIP, Borges JP.","Gels. 2023 Dec 15;9(12):982. doi: 10.3390/gels9120982.","Carrelo H","Gels","2023","2023/12/22","PMC10742759","","10.3390/gels9120982"
"36643475","Advances in Lung Cancer Treatment Using Nanomedicines","Sharma A, Shambhwani D, Pandey S, Singh J, Lalhlenmawia H, Kumarasamy M, Singh SK, Chellappan DK, Gupta G, Prasher P, Dua K, Kumar D.","ACS Omega. 2022 Dec 29;8(1):10-41. doi: 10.1021/acsomega.2c04078. eCollection 2023 Jan 10.","Sharma A","ACS Omega","2022","2023/01/16","PMC9835549","","10.1021/acsomega.2c04078"
"39317275","Recent advances on chitosan/hyaluronic acid-based stimuli-responsive hydrogels and composites for cancer treatment: A comprehensive review","Alsaikhan F, Farhood B.","Int J Biol Macromol. 2024 Sep 22;280(Pt 3):135893. doi: 10.1016/j.ijbiomac.2024.135893. Online ahead of print.","Alsaikhan F","Int J Biol Macromol","2024","2024/09/24","","","10.1016/j.ijbiomac.2024.135893"
"32263062","In vitro and in vivo evaluation of xanthan gum-succinic anhydride hydrogels for the ionic strength-sensitive release of antibacterial agents","Wang B , Han Y , Lin Q , Liu H , Shen C , Nan K , Chen H .","J Mater Chem B. 2016 Mar 14;4(10):1853-1861. doi: 10.1039/c5tb02046h. Epub 2016 Feb 17.","Wang B","J Mater Chem B","2016","2020/04/09","","","10.1039/c5tb02046h"
"41475755","Corrigendum to ""Construction of magnetically responsive xanthan gum hydrogels for tunable drug delivery"" [Carbohydrate Polymers (2026) 124494]","Sun Y, Li T, Cao J, Zhang H, Liang C.","Carbohydr Polym. 2026 Mar 1;375:124793. doi: 10.1016/j.carbpol.2025.124793. Epub 2025 Dec 8.","Sun Y","Carbohydr Polym","2026","2025/12/31","","","10.1016/j.carbpol.2025.124793"
"23184700","The thermosensitivity of pH/thermoresponsive microspheres activated by the electrostatic interaction of pH-sensitive units with a bioactive compound","Fundueanu G, Constantin M, Asmarandei I, Harabagiu V, Ascenzi P, Simionescu BC.","J Biomed Mater Res A. 2013 Jun;101(6):1661-9. doi: 10.1002/jbm.a.34469. Epub 2012 Nov 27.","Fundueanu G","J Biomed Mater Res A","2013","2012/11/28","","","10.1002/jbm.a.34469"
"39852749","4D-Printed Magnetic Responsive Bilayer Hydrogel","Li Y, Li Y, Cao J, Luo P, Liu J, Ma L, Gao GL, Jiang Z.","Nanomaterials (Basel). 2025 Jan 17;15(2):134. doi: 10.3390/nano15020134.","Li Y","Nanomaterials (Basel)","2025","2025/01/24","PMC11767551","","10.3390/nano15020134"
"30324085","MnO(2)-gated Nanoplatforms with Targeted Controlled Drug Release and Contrast-Enhanced MRI Properties: from 2D Cell Culture to 3D Biomimetic Hydrogels","Shi Y, Guenneau F, Wang X, Hélary C, Coradin T.","Nanotheranostics. 2018 Sep 21;2(4):403-416. doi: 10.7150/ntno.28046. eCollection 2018.","Shi Y","Nanotheranostics","2018","2018/10/17","PMC6170331","","10.7150/ntno.28046"
"24167785","Synthesis characterization and in vitro drug release from acrylamide and sodium alginate based superporous hydrogel devices","Nagpal M, Singh SK, Mishra D.","Int J Pharm Investig. 2013 Jul;3(3):131-40. doi: 10.4103/2230-973X.119215.","Nagpal M","Int J Pharm Investig","2013","2013/10/30","PMC3807980","","10.4103/2230-973X.119215"
"39590045","Smart Nanocomposite Hydrogels as Next-Generation Therapeutic and Diagnostic Solutions","Valentino A, Yazdanpanah S, Conte R, Calarco A, Peluso G.","Gels. 2024 Oct 24;10(11):689. doi: 10.3390/gels10110689.","Valentino A","Gels","2024","2024/11/26","PMC11594247","","10.3390/gels10110689"
"36297463","Progress of Research in In Situ Smart Hydrogels for Local Antitumor Therapy: A Review","Zhao J, Wang L, Zhang H, Liao B, Li Y.","Pharmaceutics. 2022 Sep 23;14(10):2028. doi: 10.3390/pharmaceutics14102028.","Zhao J","Pharmaceutics","2022","2022/10/27","PMC9611441","","10.3390/pharmaceutics14102028"
"29920951","Developing a Self-Healing Supramolecular Nucleoside Hydrogel Based on Guanosine and Isoguanosine","Tang F, Feng H, Du Y, Xiao Y, Dan H, Zhao H, Chen Q.","Chem Asian J. 2018 Jun 19. doi: 10.1002/asia.201800788. Online ahead of print.","Tang F","Chem Asian J","2018","2018/06/20","","","10.1002/asia.201800788"
"36826329","Synthesis and Characterization of Gamma Radiation Induced Diallyldimethylammonium Chloride-Acrylic Acid-(3-Acrylamidopropyl) Trimethylammonium Chloride Superabsorbent Hydrogel","Bhuyan MM, Jeong JH.","Gels. 2023 Feb 16;9(2):159. doi: 10.3390/gels9020159.","Bhuyan MM","Gels","2023","2023/02/24","PMC9956196","","10.3390/gels9020159"
"31304653","High-Resolution SPECT Imaging of Stimuli-Responsive Soft Microrobots","Iacovacci V, Blanc A, Huang H, Ricotti L, Schibli R, Menciassi A, Behe M, Pané S, Nelson BJ.","Small. 2019 Aug;15(34):e1900709. doi: 10.1002/smll.201900709. Epub 2019 Jul 15.","Iacovacci V","Small","2019","2019/07/16","","","10.1002/smll.201900709"
"31016272","Synergistic therapy of magnetism-responsive hydrogel for soft tissue injuries","Zhang L, Zuo X, Li S, Sun M, Xie H, Zhang K, Zhou J, Che L, Ma J, Jia Z, Yang F.","Bioact Mater. 2019 Apr 12;4:160-166. doi: 10.1016/j.bioactmat.2019.03.002. eCollection 2019 Dec.","Zhang L","Bioact Mater","2019","2019/04/25","PMC6465584","","10.1016/j.bioactmat.2019.03.002"
"34829766","Smart and Biomimetic 3D and 4D Printed Composite Hydrogels: Opportunities for Different Biomedical Applications","Malekmohammadi S, Sedghi Aminabad N, Sabzi A, Zarebkohan A, Razavi M, Vosough M, Bodaghi M, Maleki H.","Biomedicines. 2021 Oct 26;9(11):1537. doi: 10.3390/biomedicines9111537.","Malekmohammadi S","Biomedicines","2021","2021/11/27","PMC8615087","","10.3390/biomedicines9111537"
"27227963","Multi-responsive hybrid particles: thermo-, pH-, photo-, and magneto-responsive magnetic hydrogel cores with gold nanorod optical triggers","Rittikulsittichai S, Kolhatkar AG, Sarangi S, Vorontsova MA, Vekilov PG, Brazdeikis A, Randall Lee T.","Nanoscale. 2016 Jun 9;8(23):11851-61. doi: 10.1039/c5nr09235c.","Rittikulsittichai S","Nanoscale","2016","2016/05/27","","","10.1039/c5nr09235c"
"35480245","Synthesis and efficacy of norfloxacin loaded onto magnetic hydrogel nanocomposites","Salahuddin N, Rehab A, Emad S.","RSC Adv. 2021 Sep 17;11(48):30183-30194. doi: 10.1039/d1ra04230k. eCollection 2021 Sep 6.","Salahuddin N","RSC Adv","2021","2022/04/28","PMC9041092","","10.1039/d1ra04230k"
"38534590","Microscopic and Macroscopic Characterization of Hydrogels Based on Poly(vinyl-alcohol)-Glutaraldehyde Mixtures for Fricke Gel Dosimetry","Locarno S, Arosio P, Curtoni F, Piazzoni M, Pignoli E, Gallo S.","Gels. 2024 Feb 28;10(3):172. doi: 10.3390/gels10030172.","Locarno S","Gels","2024","2024/03/27","PMC10970131","","10.3390/gels10030172"
"33405775","Tissue Response and Biodistribution of Injectable Cellulose Nanocrystal Composite Hydrogels","De France KJ, Badv M, Dorogin J, Siebers E, Panchal V, Babi M, Moran-Mirabal J, Lawlor M, Cranston ED, Hoare T.","ACS Biomater Sci Eng. 2019 May 13;5(5):2235-2246. doi: 10.1021/acsbiomaterials.9b00522. Epub 2019 May 2.","De France KJ","ACS Biomater Sci Eng","2019","2021/01/06","","","10.1021/acsbiomaterials.9b00522"
"31684135","Antimicrobial Activity of Hybrids Terpolymers Based on Magnetite Hydrogel Nanocomposites","Farag RK, Labena A, Fakhry SH, Safwat G, Diab A, Atta AM.","Materials (Basel). 2019 Nov 3;12(21):3604. doi: 10.3390/ma12213604.","Farag RK","Materials (Basel)","2019","2019/11/06","PMC6862480","","10.3390/ma12213604"
"33535669","A Rapid Crosslinkable Maleimide-Modified Hyaluronic Acid and Gelatin Hydrogel Delivery System for Regenerative Applications","Yoo KM, Murphy SV, Skardal A.","Gels. 2021 Feb 1;7(1):13. doi: 10.3390/gels7010013.","Yoo KM","Gels","2021","2021/02/04","PMC7931058","","10.3390/gels7010013"
"37232968","Diversity of Bioinspired Hydrogels: From Structure to Applications","Lupu A, Gradinaru LM, Gradinaru VR, Bercea M.","Gels. 2023 May 2;9(5):376. doi: 10.3390/gels9050376.","Lupu A","Gels","2023","2023/05/26","PMC10217308","","10.3390/gels9050376"
"29285401","Multifunctional stimuli responsive polymer-gated iron and gold-embedded silica nano golf balls: Nanoshuttles for targeted on-demand theranostics","Wang L, Jang G, Ban DK, Sant V, Seth J, Kazmi S, Patel N, Yang Q, Lee J, Janetanakit W, Wang S, Head BP, Glinsky G, Lal R.","Bone Res. 2017 Dec 20;5:17051. doi: 10.1038/boneres.2017.51. eCollection 2017.","Wang L","Bone Res","2017","2017/12/30","PMC5737138","","10.1038/boneres.2017.51"
"21170115","Properties of small molecular drug loading and diffusion in a fluorinated PEG hydrogel studied by H molecular diffusion NMR and F spin diffusion NMR","Mathias EV, Aponte J, Kornfield JA, Ba Y.","Colloid Polym Sci. 2010 Dec;288(18):1655-1663. doi: 10.1007/s00396-010-2304-9. Epub 2010 Oct 5.","Mathias EV","Colloid Polym Sci","2010","2010/12/21","PMC2982959","","10.1007/s00396-010-2304-9"
"40422329","From Basic to Breakthroughs: The Journey of Microfluidic Devices in Hydrogel Droplet Generation","Hinojosa-Ventura G, Acosta-Cuevas JM, Velázquez-Carriles CA, Navarro-López DE, López-Alvarez MÁ, Ortega-de la Rosa ND, Silva-Jara JM.","Gels. 2025 Apr 22;11(5):309. doi: 10.3390/gels11050309.","Hinojosa-Ventura G","Gels","2025","2025/05/27","PMC12110922","","10.3390/gels11050309"
"32872453","Magnetoliposomes Incorporated in Peptide-Based Hydrogels: Towards Development of Magnetolipogels","Veloso SRS, Andrade RGD, Ribeiro BC, Fernandes AVF, Rodrigues ARO, Martins JA, Ferreira PMT, Coutinho PJG, Castanheira EMS.","Nanomaterials (Basel). 2020 Aug 29;10(9):1702. doi: 10.3390/nano10091702.","Veloso SRS","Nanomaterials (Basel)","2020","2020/09/03","PMC7558371","","10.3390/nano10091702"
"28852576","Recent Advances in Hydrogel-Based Drug Delivery for Melanoma Cancer Therapy: A Mini Review","Vishnubhakthula S, Elupula R, Durán-Lara EF.","J Drug Deliv. 2017;2017:7275985. doi: 10.1155/2017/7275985. Epub 2017 Aug 9.","Vishnubhakthula S","J Drug Deliv","2017","2017/08/31","PMC5567449","","10.1155/2017/7275985"
"40868760","Orodispersible Hydrogel Film Technology for Optimized Galantamine Delivery in the Treatment of Alzheimer's Disease","Georgieva D, Bogdanova I, Mihaylova R, Alexandrova M, Bozhilova S, Christova D, Kostova B.","Gels. 2025 Aug 10;11(8):629. doi: 10.3390/gels11080629.","Georgieva D","Gels","2025","2025/08/28","PMC12385975","","10.3390/gels11080629"
"37233017","Gamma Radiation-Induced Advanced 2,3-Dimethylacrylic Acid-(2-Acrylamido-2-methyl-1-propanesulfonic Acid) Superabsorbent Hydrogel: Synthesis and Characterization","Bhuyan MM, Jeong JH.","Gels. 2023 May 19;9(5):426. doi: 10.3390/gels9050426.","Bhuyan MM","Gels","2023","2023/05/26","PMC10217599","","10.3390/gels9050426"
"39072132","Design Characteristics of a Neoteric, Superhydrophilic, Mechanically Robust Hydrogel Engineered To Limit Fouling in the Ocular Environment","Uwaezuoke OJ, Kumar P, du Toit LC, Ally N, Choonara YE.","ACS Omega. 2024 Jul 9;9(29):31410-31426. doi: 10.1021/acsomega.4c00228. eCollection 2024 Jul 23.","Uwaezuoke OJ","ACS Omega","2024","2024/07/29","PMC11270697","","10.1021/acsomega.4c00228"
"32778650","In-air fast response and high speed jumping and rolling of a light-driven hydrogel actuator","Li M, Wang X, Dong B, Sitti M.","Nat Commun. 2020 Aug 10;11(1):3988. doi: 10.1038/s41467-020-17775-4.","Li M","Nat Commun","2020","2020/08/12","PMC7417580","","10.1038/s41467-020-17775-4"
"41589632","Mechanoresponsive Biomaterials: Principles, Mechanisms, and Applications","Rajeev A, Patil J, Yadav AK, Modi U, Solanki R, Bhatia D.","ACS Biomater Sci Eng. 2026 Jan 27. doi: 10.1021/acsbiomaterials.5c01784. Online ahead of print.","Rajeev A","ACS Biomater Sci Eng","2026","2026/01/27","","","10.1021/acsbiomaterials.5c01784"
"30716377","Synthesis and characterization of magnetic dextran nanogel doped with iron oxide nanoparticles as magnetic resonance imaging probe","Su H, Han X, He L, Deng L, Yu K, Jiang H, Wu C, Jia Q, Shan S.","Int J Biol Macromol. 2019 May 1;128:768-774. doi: 10.1016/j.ijbiomac.2019.01.219. Epub 2019 Feb 1.","Su H","Int J Biol Macromol","2019","2019/02/05","","","10.1016/j.ijbiomac.2019.01.219"
"30832445","Poly[(N-acryloyl glycinamide)-co-(N-acryloyl l-alaninamide)] and Their Ability to Form Thermo-Responsive Hydrogels for Sustained Drug Delivery","Boustta M, Vert M.","Gels. 2019 Mar 3;5(1):13. doi: 10.3390/gels5010013.","Boustta M","Gels","2019","2019/03/06","PMC6473385","","10.3390/gels5010013"
"34206094","Swelling and Diffusion in Polymerized Ionic Liquids-Based Hydrogels","Jastram A, Lindner T, Luebbert C, Sadowski G, Kragl U.","Polymers (Basel). 2021 Jun 1;13(11):1834. doi: 10.3390/polym13111834.","Jastram A","Polymers (Basel)","2021","2021/07/02","PMC8199506","","10.3390/polym13111834"
"36986647","Ex Vivo Visualization of Distribution of Intravitreal Injections in the Porcine Vitreous and Hydrogels Simulating the Vitreous","Auel T, Scherke LP, Hadlich S, Mouchantat S, Grimm M, Weitschies W, Seidlitz A.","Pharmaceutics. 2023 Feb 27;15(3):786. doi: 10.3390/pharmaceutics15030786.","Auel T","Pharmaceutics","2023","2023/03/29","PMC10056607","","10.3390/pharmaceutics15030786"
"22989219","Nanoparticle-mediated remote control of enzymatic activity","Knecht LD, Ali N, Wei Y, Hilt JZ, Daunert S.","ACS Nano. 2012 Oct 23;6(10):9079-86. doi: 10.1021/nn303308v. Epub 2012 Oct 3.","Knecht LD","ACS Nano","2012","2012/09/20","PMC4127402","NIHMS409987","10.1021/nn303308v"
"41262586","Navigating Cancer Treatment: A Journey from 2D to 3D Cancer Models and Nanoscale Therapies","Kaur N, Savitsky MJ, Scutte A, Mehta R, Dridi N, Sogbesan T, Savannah A, Lopez D, Yang D, Ali J.","ACS Pharmacol Transl Sci. 2025 Oct 14;8(11):3773-3800. doi: 10.1021/acsptsci.5c00530. eCollection 2025 Nov 14.","Kaur N","ACS Pharmacol Transl Sci","2025","2025/11/20","PMC12624436","","10.1021/acsptsci.5c00530"
"41080683","Micro/nano-robotic medical device: preparation, actuation mechanisms and their applications in medicine","Yao J, Yang Y, Li M, Chen XB.","RSC Adv. 2025 Oct 9;15(45):37728-37775. doi: 10.1039/d5ra05398f. eCollection 2025 Oct 8.","Yao J","RSC Adv","2025","2025/10/13","PMC12509628","","10.1039/d5ra05398f"
"41560807","4D-printed Fe3O4-PLLA scaffolds modulate osteoimmune microenvironment for oral bone repair","Song W, Huang W, Du Z, Xiao C, Qu J, Xu W, Liu X.","Mater Today Bio. 2025 Dec 18;36:102691. doi: 10.1016/j.mtbio.2025.102691. eCollection 2026 Feb.","Song W","Mater Today Bio","2025","2026/01/21","PMC12813247","","10.1016/j.mtbio.2025.102691"
